01/11/2022			167.94.138.44
01/11/2022			193.118.53.194
01/11/2022			188.166.73.50
01/11/2022			167.248.133.45
01/11/2022			167.99.44.197
01/11/2022			128.14.225.196
01/11/2022			209.141.55.120
01/11/2022			209.141.51.222
01/11/2022			52.230.19.0
01/11/2022			68.183.225.39
01/11/2022			46.105.47.213
02/11/2022			152.89.196.211
02/11/2022			170.187.155.78
02/11/2022			172.104.249.218
03/11/2022			47.243.233.244
04/11/2022			158.69.36.40
05/11/2022			183.136.225.32
05/11/2022			139.144.188.184
06/11/2022			172.104.137.47
08/11/2022			82.213.2.174
09/11/2022			152.89.196.211
09/11/2022			134.209.120.236
