01/10/2022			164.92.218.104
01/10/2022			128.14.141.34
01/10/2022			183.136.225.9
01/10/2022			167.94.145.59
01/10/2022			167.94.146.60
01/10/2022			157.245.98.147
01/10/2022			43.158.217.52
01/10/2022			162.142.125.221
01/10/2022			164.92.249.216
01/10/2022			162.142.125.220
03/10/2022			152.89.196.211
04/10/2022			207.154.247.38
05/10/2022			183.136.225.35
05/10/2022			2.57.122.25
06/10/2022			134.122.112.12
09/10/2022			82.213.2.174
11/10/2022			152.89.196.211
11/10/2022			51.89.199.101
14/10/2022			35.216.244.6
14/10/2022			50.31.21.11
14/10/2022			47.243.233.244
15/10/2022			212.192.2.234
16/10/2022			3.10.140.64
18/10/2022			121.46.25.189
18/10/2022			80.87.206.248
19/10/2022			152.89.196.211
